Correlativo;Tipo_bano;Variante;Fecha;Proceso;T_Espera_min;T_Real_min;T_Real_Acumulado_min;TT;Cumple_TT;Diferencia_TT_min;Porcentaje_TT;Operario_1;Operario_2;Operario_3;T_Real_horas;T_Espera_horas;T_Real_Acumulado_horas;Diferencia_TT_horas
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 1;0.0;17.6;17.6;20;True;-2.4;88.0;JCO;;;0.29;0.0;0.29;-0.04
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 2;0.0;13.67;31.27;20;True;-6.33;68.33;JCO;;;0.23;0.0;0.52;-0.11
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 3;0.0;23.37;54.63;20;False;3.37;116.83;CA;;;0.39;0.0;0.91;0.06
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 4;0.0;27.93;82.57;20;False;7.93;139.67;JCO;;;0.47;0.0;1.38;0.13
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 5;0.0;7.7;90.27;20;True;-12.3;38.5;JCO;;;0.13;0.0;1.5;-0.2
85;85-B2-B3;B3;2025-04-28;ARMADO TABIQUES 6;0.0;40.58;130.85;20;False;20.58;202.92;CA;;;0.68;0.0;2.18;0.34
85;85-B2-B3;B3;2025-04-29;ARMADO JAULAS;0.0;46.38;177.23;60;True;-13.62;77.31;SN;CA;;0.77;0.0;2.95;-0.23
85;85-B2-B3;B3;2025-04-29;REVESTIMIENTO DE MUROS;0.0;40.0;217.23;60;True;-20.0;66.67;SN;;;0.67;0.0;3.62;-0.33
85;85-B2-B3;B3;2025-04-29;CANALIZACIÓN ELÉCTRICA;0.0;45.5;262.73;60;True;-14.5;75.83;MC;;;0.76;0.0;4.38;-0.24
85;85-B2-B3;B3;2025-04-29;RED AGUA POTABLE;0.0;83.15;345.88;60;False;23.15;138.58;JC;;;1.39;0.0;5.76;0.39
85;85-B2-B3;B3;2025-04-30;TRATAMIENTO UNIONES;0.0;32.05;377.93;60;True;-27.95;53.42;JA;;;0.53;0.0;6.3;-0.47
85;85-B2-B3;B3;2025-04-30;REFUERZOS;0.0;39.1;417.03;60;True;-20.9;65.17;CA;;;0.65;0.0;6.95;-0.35
85;85-B2-B3;B3;2025-04-30;PAVIMENTO SPC;0.0;31.02;448.05;60;True;-28.98;51.69;SN;;;0.52;0.0;7.47;-0.48
85;85-B2-B3;B3;2025-04-30;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;34.03;482.08;60;True;-25.97;56.72;AF;;;0.57;0.0;8.03;-0.43
85;85-B2-B3;B3;2025-04-30;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;42.03;524.12;60;True;-17.97;70.06;CA;DS;;0.7;0.0;8.74;-0.3
85;85-B2-B3;B3;2025-04-30;CERÁMICA LADO PUERTA;0.0;73.03;597.15;60;False;13.03;121.72;SN;CA;;1.22;0.0;9.95;0.22
85;85-B2-B3;B3;2025-04-30;CERÁMICA LADO WC;0.0;38.82;635.97;60;True;-21.18;64.69;SN;CA;;0.65;0.0;10.6;-0.35
85;85-B2-B3;B3;2025-05-02;MURO SPC;0.0;55.53;691.5;60;True;-4.47;92.56;SN;;;0.93;0.0;11.52;-0.07
85;85-B2-B3;B3;2025-05-02;RED ALC + PRUEBA;0.0;62.4;753.9;60;False;2.4;104.0;JC;;;1.04;0.0;12.56;0.04
85;85-B2-B3;B3;2025-05-02;MONTAJE DE CIELO;0.0;53.27;807.17;60;True;-6.73;88.78;JCO;;;0.89;0.0;13.45;-0.11
85;85-B2-B3;B3;2025-05-06;FRAGÜE;0.0;32.48;839.65;60;True;-27.52;54.14;DS;PH;;0.54;0.0;13.99;-0.46
85;85-B2-B3;B3;2025-05-06;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;41.87;881.52;60;True;-18.13;69.78;MC;;;0.7;0.0;14.69;-0.3
85;85-B2-B3;B3;2025-05-06;CENEFA Y CORNISAS;0.0;46.62;928.13;60;True;-13.38;77.69;RH;;;0.78;0.0;15.47;-0.22
85;85-B2-B3;B3;2025-05-06;ACCESORIOS ELÉCTRICOS;0.0;29.95;958.08;60;True;-30.05;49.92;MC;;;0.5;0.0;15.97;-0.5
85;85-B2-B3;B3;2025-05-06;PUERTA Y CERRADURA;5.32;68.0;1026.08;60;False;8.0;113.33;AF;;;1.13;0.09;17.1;0.13
85;85-B2-B3;B3;2025-05-06;AISLACIÓN EXTERIOR;0.0;53.62;1079.7;60;True;-6.38;89.36;DS;;;0.89;0.0;18.0;-0.11
85;85-B2-B3;B3;2025-05-06;ZÓCALOS Y FALDÓN;0.0;35.23;1114.93;60;True;-24.77;58.72;SN;;;0.59;0.0;18.58;-0.41
85;85-B2-B3;B3;2025-05-06;PILASTRAS + TOPE + ÁNGULO;0.0;33.77;1148.7;60;True;-26.23;56.28;RH;;;0.56;0.0;19.14;-0.44
85;85-B2-B3;B3;2025-05-06;REV. EXTERIOR + SALIDA SVC;0.0;97.02;1245.72;60;False;37.02;161.69;GV;DS;;1.62;0.0;20.76;0.62
85;85-B2-B3;B3;2025-05-06;ARTEFACTOS SANITARIOS;0.0;80.63;1326.35;60;False;20.63;134.39;JC;;;1.34;0.0;22.11;0.34
85;85-B2-B3;B3;2025-05-06;ACCESORIOS DE BAÑO;0.0;7.35;1333.7;30;True;-22.65;24.5;PH;;;0.12;0.0;22.23;-0.38
85;85-B2-B3;B3;2025-05-06;ARTEFACTOS ELÉCTRICOS;0.0;48.82;1382.52;30;False;18.82;162.72;MC;;;0.81;0.0;23.04;0.31
85;85-B2-B3;B3;2025-05-06;TERCIADO CIELO;0.0;51.53;1434.05;30;False;21.53;171.78;CA;;;0.86;0.0;23.9;0.36
85;85-B2-B3;B3;2025-05-06;FUNCIONALIDAD;0.0;43.87;1477.92;40;False;3.87;109.67;JC;;;0.73;0.0;24.63;0.06
85;85-B2-B3;B3;2025-08-08;INST. MAMPARA;0.0;40.63;1518.55;60;True;-19.37;67.72;RH;;;0.68;0.0;25.31;-0.32
86;86-B2-B2E;B2E;2025-04-28;ARMADO TABIQUES 1;0.0;26.55;26.55;20;False;6.55;132.75;JCO;;;0.44;0.0;0.44;0.11
86;86-B2-B2E;B2E;2025-04-28;ARMADO TABIQUES 2;0.0;34.07;60.62;20;False;14.07;170.33;CA;;;0.57;0.0;1.01;0.23
86;86-B2-B2E;B2E;2025-04-28;ARMADO TABIQUES 3;0.0;19.87;80.48;20;True;-0.13;99.33;CA;;;0.33;0.0;1.34;-0.0
86;86-B2-B2E;B2E;2025-04-28;ARMADO TABIQUES 4;0.0;29.47;109.95;20;False;9.47;147.33;JCO;;;0.49;0.0;1.83;0.16
86;86-B2-B2E;B2E;2025-04-29;ARMADO JAULAS;0.0;32.75;142.7;60;True;-27.25;54.58;SN;CA;;0.55;0.0;2.38;-0.45
86;86-B2-B2E;B2E;2025-04-29;REVESTIMIENTO DE MUROS;0.0;28.55;171.25;60;True;-31.45;47.58;SN;;;0.48;0.0;2.85;-0.52
86;86-B2-B2E;B2E;2025-04-30;CANALIZACIÓN ELÉCTRICA;0.0;54.85;226.1;60;True;-5.15;91.42;MC;;;0.91;0.0;3.77;-0.09
86;86-B2-B2E;B2E;2025-04-30;RED AGUA POTABLE;0.0;99.98;326.08;60;False;39.98;166.64;JC;;;1.67;0.0;5.43;0.67
86;86-B2-B2E;B2E;2025-04-30;TRATAMIENTO UNIONES;0.0;31.68;357.77;60;True;-28.32;52.81;JA;;;0.53;0.0;5.96;-0.47
86;86-B2-B2E;B2E;2025-04-30;REFUERZOS;0.0;65.05;422.82;60;False;5.05;108.42;CA;;;1.08;0.0;7.05;0.08
86;86-B2-B2E;B2E;2025-04-30;PAVIMENTO SPC;0.0;31.4;454.22;60;True;-28.6;52.33;SN;;;0.52;0.0;7.57;-0.48
86;86-B2-B2E;B2E;2025-05-02;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;56.5;510.72;60;True;-3.5;94.17;DS;MC;;0.94;0.0;8.51;-0.06
86;86-B2-B2E;B2E;2025-05-02;CERÁMICA LADO PUERTA;0.0;79.32;590.03;60;False;19.32;132.19;DS;MC;;1.32;0.0;9.83;0.32
86;86-B2-B2E;B2E;2025-05-02;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;34.23;624.27;60;True;-25.77;57.06;AF;;;0.57;0.0;10.4;-0.43
86;86-B2-B2E;B2E;2025-05-02;MURO SPC;0.0;32.05;656.32;60;True;-27.95;53.42;SN;CA;;0.53;0.0;10.94;-0.47
86;86-B2-B2E;B2E;2025-05-02;FRAGÜE;57.57;32.13;688.45;60;True;-27.87;53.56;DS;PH;;0.54;0.96;11.47;-0.46
86;86-B2-B2E;B2E;2025-05-02;RED ALC + PRUEBA;0.0;66.68;755.13;60;False;6.68;111.14;JC;;;1.11;0.0;12.59;0.11
86;86-B2-B2E;B2E;2025-05-06;MONTAJE DE CIELO;0.0;32.35;787.48;60;True;-27.65;53.92;JCO;;;0.54;0.0;13.12;-0.46
86;86-B2-B2E;B2E;2025-05-06;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;99.98;887.47;60;False;39.98;166.64;MC;;;1.67;0.0;14.79;0.67
86;86-B2-B2E;B2E;2025-05-06;CENEFA Y CORNISAS;40.0;39.8;927.27;60;True;-20.2;66.33;RH;;;0.66;0.67;15.45;-0.34
86;86-B2-B2E;B2E;2025-05-06;PUERTA Y CERRADURA;5.5;60.23;987.5;60;False;0.23;100.39;AF;;;1.0;0.09;16.46;0.0
86;86-B2-B2E;B2E;2025-05-06;AISLACIÓN EXTERIOR;0.0;37.37;1024.87;60;True;-22.63;62.28;DS;;;0.62;0.0;17.08;-0.38
86;86-B2-B2E;B2E;2025-05-06;ZÓCALOS Y FALDÓN;0.0;30.73;1055.6;60;True;-29.27;51.22;SN;;;0.51;0.0;17.59;-0.49
86;86-B2-B2E;B2E;2025-05-06;PILASTRAS + TOPE + ÁNGULO;0.0;30.75;1086.35;60;True;-29.25;51.25;RH;;;0.51;0.0;18.11;-0.49
86;86-B2-B2E;B2E;2025-05-06;ARTEFACTOS SANITARIOS;0.0;82.17;1168.52;60;False;22.17;136.94;JC;;;1.37;0.0;19.48;0.37
86;86-B2-B2E;B2E;2025-05-06;REV. EXTERIOR + SALIDA SVC;0.0;77.08;1245.6;60;False;17.08;128.47;GV;DS;;1.28;0.0;20.76;0.28
86;86-B2-B2E;B2E;2025-05-06;ACCESORIOS DE BAÑO;0.0;6.25;1251.85;30;True;-23.75;20.83;PH;;;0.1;0.0;20.86;-0.4
86;86-B2-B2E;B2E;2025-05-06;ARTEFACTOS ELÉCTRICOS;0.0;31.78;1283.63;30;False;1.78;105.94;MC;;;0.53;0.0;21.39;0.03
86;86-B2-B2E;B2E;2025-05-06;TERCIADO CIELO;0.0;48.45;1332.08;30;False;18.45;161.5;CA;;;0.81;0.0;22.2;0.31
86;86-B2-B2E;B2E;2025-05-06;FUNCIONALIDAD;0.0;40.52;1372.6;40;False;0.52;101.29;JC;;;0.68;0.0;22.88;0.01
86;86-B2-B2E;B2E;2025-05-06;INST. MAMPARA;0.0;56.53;1429.13;60;True;-3.47;94.22;AF;;;0.94;0.0;23.82;-0.06
87;87-B2-B2;B2;2025-05-06;ARMADO TABIQUES 1;0.0;24.13;24.13;20;False;4.13;120.67;JCO;;;0.4;0.0;0.4;0.07
87;87-B2-B2;B2;2025-05-06;ARMADO TABIQUES 2;0.0;33.77;57.9;20;False;13.77;168.83;CA;;;0.56;0.0;0.96;0.23
87;87-B2-B2;B2;2025-05-06;ARMADO TABIQUES 3;0.0;25.0;82.9;20;False;5.0;125.0;CA;;;0.42;0.0;1.38;0.08
87;87-B2-B2;B2;2025-05-06;ARMADO TABIQUES 4;0.0;36.8;119.7;20;False;16.8;184.0;JCO;;;0.61;0.0;2.0;0.28
87;87-B2-B2;B2;2025-05-06;ARMADO JAULAS;10.0;52.0;171.7;60;True;-8.0;86.67;SN;;;0.87;0.17;2.86;-0.13
87;87-B2-B2;B2;2025-05-07;REVESTIMIENTO DE MUROS;0.0;45.33;217.03;60;True;-14.67;75.56;SN;;;0.76;0.0;3.62;-0.24
87;87-B2-B2;B2;2025-05-07;CANALIZACIÓN ELÉCTRICA;0.0;61.5;278.53;60;False;1.5;102.5;MC;;;1.02;0.0;4.64;0.02
87;87-B2-B2;B2;2025-05-07;RED AGUA POTABLE;0.0;77.7;356.23;60;False;17.7;129.5;JC;;;1.3;0.0;5.94;0.3
87;87-B2-B2;B2;2025-05-07;TRATAMIENTO UNIONES;0.0;34.2;390.43;60;True;-25.8;57.0;JA;;;0.57;0.0;6.51;-0.43
87;87-B2-B2;B2;2025-05-07;REFUERZOS;0.0;74.8;465.23;60;False;14.8;124.67;JCO;CA;;1.25;0.0;7.75;0.25
87;87-B2-B2;B2;2025-05-07;PAVIMENTO SPC;0.0;27.0;492.23;60;True;-33.0;45.0;DS;;;0.45;0.0;8.2;-0.55
87;87-B2-B2;B2;2025-05-07;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;57.9;550.13;60;True;-2.1;96.5;AF;;;0.96;0.0;9.17;-0.04
87;87-B2-B2;B2;2025-05-08;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;52.65;602.78;60;True;-7.35;87.75;CA;SN;;0.88;0.0;10.05;-0.12
87;87-B2-B2;B2;2025-05-08;CERÁMICA LADO PUERTA;0.0;73.37;676.15;60;False;13.37;122.28;SN;CA;;1.22;0.0;11.27;0.22
87;87-B2-B2;B2;2025-05-08;MURO SPC;0.0;36.72;712.87;60;True;-23.28;61.19;SN;;;0.61;0.0;11.88;-0.39
87;87-B2-B2;B2;2025-05-08;FRAGÜE;0.0;58.13;771.0;60;True;-1.87;96.89;DS;;;0.97;0.0;12.85;-0.03
87;87-B2-B2;B2;2025-05-08;RED ALC + PRUEBA;0.0;53.33;824.33;60;True;-6.67;88.89;JC;;;0.89;0.0;13.74;-0.11
87;87-B2-B2;B2;2025-05-09;MONTAJE DE CIELO;0.0;15.37;839.7;60;True;-44.63;25.61;SN;CA;;0.26;0.0;14.0;-0.74
87;87-B2-B2;B2;2025-05-09;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;55.12;894.82;60;True;-4.88;91.86;MC;;;0.92;0.0;14.91;-0.08
87;87-B2-B2;B2;2025-05-09;CENEFA Y CORNISAS;0.0;62.7;957.52;60;False;2.7;104.5;AF;;;1.05;0.0;15.96;0.05
87;87-B2-B2;B2;2025-05-09;ACCESORIOS ELÉCTRICOS;0.0;20.03;977.55;60;True;-39.97;33.39;MC;;;0.33;0.0;16.29;-0.67
87;87-B2-B2;B2;2025-05-09;AISLACIÓN EXTERIOR;0.0;59.3;1036.85;60;True;-0.7;98.83;CA;DS;;0.99;0.0;17.28;-0.01
87;87-B2-B2;B2;2025-05-09;ZÓCALOS Y FALDÓN;0.0;18.78;1055.63;60;True;-41.22;31.31;SN;;;0.31;0.0;17.59;-0.69
87;87-B2-B2;B2;2025-05-12;REV. EXTERIOR + SALIDA SVC;0.0;82.57;1138.2;60;False;22.57;137.61;GV;DS;;1.38;0.0;18.97;0.38
87;87-B2-B2;B2;2025-05-12;ARTEFACTOS SANITARIOS;0.0;64.53;1202.73;60;False;4.53;107.56;JC;;;1.08;0.0;20.05;0.08
87;87-B2-B2;B2;2025-05-12;ACCESORIOS DE BAÑO;0.0;6.9;1209.63;30;True;-23.1;23.0;PH;;;0.12;0.0;20.16;-0.38
87;87-B2-B2;B2;2025-05-12;ARTEFACTOS ELÉCTRICOS;0.0;35.62;1245.25;30;False;5.62;118.72;MC;;;0.59;0.0;20.75;0.09
87;87-B2-B2;B2;2025-05-12;TERCIADO CIELO;0.0;42.35;1287.6;30;False;12.35;141.17;AF;;;0.71;0.0;21.46;0.21
87;87-B2-B2;B2;2025-05-12;FUNCIONALIDAD;0.0;38.37;1325.97;40;True;-1.63;95.92;JC;;;0.64;0.0;22.1;-0.03
87;87-B2-B2;B2;2025-05-12;INST. MAMPARA;0.0;44.38;1370.35;60;True;-15.62;73.97;RH;;;0.74;0.0;22.84;-0.26
87;87-B2-B2;B2;2025-05-12;ASEO;0.0;68.93;1439.28;60;False;8.93;114.89;PH;;;1.15;0.0;23.99;0.15
87;87-B2-B2;B2;2025-05-12;SELLOS;0.0;56.57;1495.85;60;True;-3.43;94.28;PH;;;0.94;0.0;24.93;-0.06
87;87-B2-B2;B2;2025-05-12;SELLO EXTERIOR + ESPUMA;0.0;41.1;1536.95;40;False;1.1;102.75;JA;;;0.68;0.0;25.62;0.02
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 1;0.0;53.4;53.4;20;False;33.4;267.0;JCO;;;0.89;0.0;0.89;0.56
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 2;0.0;26.47;79.87;20;False;6.47;132.33;JCO;;;0.44;0.0;1.33;0.11
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 3;0.0;13.17;93.03;20;True;-6.83;65.83;JCO;;;0.22;0.0;1.55;-0.11
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 4;0.0;15.3;108.33;20;True;-4.7;76.5;JCO;;;0.26;0.0;1.81;-0.08
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 5;0.0;11.52;119.85;20;True;-8.48;57.58;CA;;;0.19;0.0;2.0;-0.14
88;88-B2-B4b;B4b;2025-05-06;ARMADO TABIQUES 6;0.0;26.03;145.88;20;False;6.03;130.17;JCO;;;0.43;0.0;2.43;0.1
88;88-B2-B4b;B4b;2025-05-06;ARMADO JAULAS;0.0;48.32;194.2;60;True;-11.68;80.53;SN;;;0.81;0.0;3.24;-0.19
88;88-B2-B4b;B4b;2025-05-07;REVESTIMIENTO DE MUROS;0.0;45.35;239.55;60;True;-14.65;75.58;SN;;;0.76;0.0;3.99;-0.24
88;88-B2-B4b;B4b;2025-05-07;CANALIZACIÓN ELÉCTRICA;0.0;56.85;296.4;60;True;-3.15;94.75;MC;;;0.95;0.0;4.94;-0.05
88;88-B2-B4b;B4b;2025-05-07;RED AGUA POTABLE;0.0;99.98;396.38;60;False;39.98;166.64;JC;;;1.67;0.0;6.61;0.67
88;88-B2-B4b;B4b;2025-05-07;TRATAMIENTO UNIONES;0.0;28.95;425.33;60;True;-31.05;48.25;JA;;;0.48;0.0;7.09;-0.52
88;88-B2-B4b;B4b;2025-05-07;REFUERZOS;0.0;40.08;465.42;60;True;-19.92;66.81;JCO;;;0.67;0.0;7.76;-0.33
88;88-B2-B4b;B4b;2025-05-07;PAVIMENTO SPC;0.0;33.68;499.1;60;True;-26.32;56.14;DS;;;0.56;0.0;8.32;-0.44
88;88-B2-B4b;B4b;2025-05-07;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;72.73;571.83;60;False;12.73;121.22;AF;;;1.21;0.0;9.53;0.21
88;88-B2-B4b;B4b;2025-05-08;CERÁMICA LADO WC;0.0;77.35;649.18;60;False;17.35;128.92;SN;CA;;1.29;0.0;10.82;0.29
88;88-B2-B4b;B4b;2025-05-08;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;70.07;719.25;60;False;10.07;116.78;DS;;;1.17;0.0;11.99;0.17
88;88-B2-B4b;B4b;2025-05-08;CERÁMICA LADO PUERTA;0.0;98.78;818.03;60;False;38.78;164.64;DS;;;1.65;0.0;13.63;0.65
88;88-B2-B4b;B4b;2025-05-08;MURO SPC;0.0;31.0;849.03;60;True;-29.0;51.67;SN;;;0.52;0.0;14.15;-0.48
88;88-B2-B4b;B4b;2025-05-08;RED ALC + PRUEBA;0.0;37.9;886.93;60;True;-22.1;63.17;JC;;;0.63;0.0;14.78;-0.37
88;88-B2-B4b;B4b;2025-05-09;FRAGÜE;0.0;65.6;952.53;60;False;5.6;109.33;DS;;;1.09;0.0;15.88;0.09
88;88-B2-B4b;B4b;2025-05-09;MONTAJE DE CIELO;0.0;27.37;979.9;60;True;-32.63;45.61;SN;CA;;0.46;0.0;16.33;-0.54
88;88-B2-B4b;B4b;2025-05-09;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;63.08;1042.98;60;False;3.08;105.14;MC;;;1.05;0.0;17.38;0.05
88;88-B2-B4b;B4b;2025-05-09;CENEFA Y CORNISAS;0.0;31.3;1074.28;60;True;-28.7;52.17;AF;;;0.52;0.0;17.9;-0.48
88;88-B2-B4b;B4b;2025-05-09;ACCESORIOS ELÉCTRICOS;0.0;27.32;1101.6;60;True;-32.68;45.53;MC;;;0.46;0.0;18.36;-0.54
88;88-B2-B4b;B4b;2025-05-09;AISLACIÓN EXTERIOR;0.0;57.83;1159.43;60;True;-2.17;96.39;DS;CA;;0.96;0.0;19.32;-0.04
88;88-B2-B4b;B4b;2025-05-09;ZÓCALOS Y FALDÓN;0.0;54.17;1213.6;60;True;-5.83;90.28;SN;;;0.9;0.0;20.23;-0.1
88;88-B2-B4b;B4b;2025-05-12;REV. EXTERIOR + SALIDA SVC;0.0;103.0;1316.6;60;False;43.0;171.67;GV;DS;;1.72;0.0;21.94;0.72
88;88-B2-B4b;B4b;2025-05-12;ARTEFACTOS SANITARIOS;0.0;61.28;1377.88;60;False;1.28;102.14;JC;;;1.02;0.0;22.96;0.02
88;88-B2-B4b;B4b;2025-05-12;ACCESORIOS DE BAÑO;0.0;6.33;1384.22;30;True;-23.67;21.11;MC;;;0.11;0.0;23.07;-0.39
88;88-B2-B4b;B4b;2025-05-12;ARTEFACTOS ELÉCTRICOS;0.0;34.45;1418.67;30;False;4.45;114.83;MC;;;0.57;0.0;23.64;0.07
88;88-B2-B4b;B4b;2025-05-12;TERCIADO CIELO;0.0;32.7;1451.37;30;False;2.7;109.0;AF;;;0.55;0.0;24.19;0.05
88;88-B2-B4b;B4b;2025-05-12;FUNCIONALIDAD;0.0;35.3;1486.67;40;True;-4.7;88.25;JC;;;0.59;0.0;24.78;-0.08
88;88-B2-B4b;B4b;2025-05-12;ASEO;0.0;56.12;1542.78;60;True;-3.88;93.53;PH;;;0.94;0.0;25.71;-0.06
88;88-B2-B4b;B4b;2025-05-13;SELLOS;0.0;54.17;1596.95;60;True;-5.83;90.28;PH;;;0.9;0.0;26.62;-0.1
88;88-B2-B4b;B4b;2025-05-13;SELLO EXTERIOR + ESPUMA;0.0;35.35;1632.3;40;True;-4.65;88.38;JA;;;0.59;0.0;27.2;-0.08
89;89-B2-B4;B4;2025-05-06;ARMADO TABIQUES 1;0.0;49.83;49.83;20;False;29.83;249.17;CA;;;0.83;0.0;0.83;0.5
89;89-B2-B4;B4;2025-05-06;ARMADO TABIQUES 3;0.0;8.33;58.17;20;True;-11.67;41.67;CA;;;0.14;0.0;0.97;-0.19
89;89-B2-B4;B4;2025-05-06;ARMADO TABIQUES 4;0.0;12.97;71.13;20;True;-7.03;64.83;CA;;;0.22;0.0;1.19;-0.12
89;89-B2-B4;B4;2025-05-06;ARMADO TABIQUES 5;0.0;9.35;80.48;20;True;-10.65;46.75;CA;;;0.16;0.0;1.34;-0.18
89;89-B2-B4;B4;2025-05-06;ARMADO TABIQUES 6;0.0;28.3;108.78;20;False;8.3;141.5;JCO;;;0.47;0.0;1.81;0.14
89;89-B2-B4;B4;2025-05-06;ARMADO JAULAS;0.0;41.35;150.13;60;True;-18.65;68.92;SN;DS;;0.69;0.0;2.5;-0.31
89;89-B2-B4;B4;2025-05-07;REVESTIMIENTO DE MUROS;0.0;46.9;197.03;60;True;-13.1;78.17;SN;;;0.78;0.0;3.28;-0.22
89;89-B2-B4;B4;2025-05-07;CANALIZACIÓN ELÉCTRICA;0.0;63.85;260.88;60;False;3.85;106.42;MC;;;1.06;0.0;4.35;0.06
89;89-B2-B4;B4;2025-05-07;RED AGUA POTABLE;0.0;93.23;354.12;60;False;33.23;155.39;JC;;;1.55;0.0;5.9;0.55
89;89-B2-B4;B4;2025-05-07;TRATAMIENTO UNIONES;0.0;31.63;385.75;60;True;-28.37;52.72;JA;;;0.53;0.0;6.43;-0.47
89;89-B2-B4;B4;2025-05-07;REFUERZOS;60.0;51.53;437.28;60;True;-8.47;85.89;JCO;;;0.86;1.0;7.29;-0.14
89;89-B2-B4;B4;2025-05-07;PAVIMENTO SPC;0.0;31.57;468.85;60;True;-28.43;52.61;DS;;;0.53;0.0;7.81;-0.47
89;89-B2-B4;B4;2025-05-07;INSTALACIÖN DE TINA/RECEPTÁCULO;20.0;52.03;520.88;60;True;-7.97;86.72;AF;;;0.87;0.33;8.68;-0.13
89;89-B2-B4;B4;2025-05-09;FRAGÜE;0.0;56.48;577.37;60;True;-3.52;94.14;DS;;;0.94;0.0;9.62;-0.06
89;89-B2-B4;B4;2025-05-09;RED ALC + PRUEBA;0.0;71.42;648.78;60;False;11.42;119.03;JC;;;1.19;0.0;10.81;0.19
89;89-B2-B4;B4;2025-05-09;MONTAJE DE CIELO;0.0;33.92;682.7;60;True;-26.08;56.53;CA;;;0.57;0.0;11.38;-0.43
89;89-B2-B4;B4;2025-05-09;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;78.22;760.92;60;False;18.22;130.36;MC;;;1.3;0.0;12.68;0.3
89;89-B2-B4;B4;2025-05-09;CENEFA Y CORNISAS;0.0;32.32;793.23;60;True;-27.68;53.86;AF;;;0.54;0.0;13.22;-0.46
89;89-B2-B4;B4;2025-05-09;ACCESORIOS ELÉCTRICOS;0.0;22.68;815.92;60;True;-37.32;37.81;MC;;;0.38;0.0;13.6;-0.62
89;89-B2-B4;B4;2025-05-09;AISLACIÓN EXTERIOR;0.0;48.33;864.25;60;True;-11.67;80.56;CA;DS;;0.81;0.0;14.4;-0.19
89;89-B2-B4;B4;2025-05-09;ZÓCALOS Y FALDÓN;0.0;50.67;914.92;60;True;-9.33;84.44;SN;;;0.84;0.0;15.25;-0.16
89;89-B2-B4;B4;2025-05-12;REV. EXTERIOR + SALIDA SVC;0.0;95.27;1010.18;60;False;35.27;158.78;GV;DS;;1.59;0.0;16.84;0.59
89;89-B2-B4;B4;2025-05-12;ARTEFACTOS SANITARIOS;0.0;66.1;1076.28;60;False;6.1;110.17;JC;;;1.1;0.0;17.94;0.1
89;89-B2-B4;B4;2025-05-12;ACCESORIOS DE BAÑO;0.0;6.02;1082.3;30;True;-23.98;20.06;MC;;;0.1;0.0;18.04;-0.4
89;89-B2-B4;B4;2025-05-12;ARTEFACTOS ELÉCTRICOS;0.0;58.62;1140.92;30;False;28.62;195.39;MC;;;0.98;0.0;19.02;0.48
89;89-B2-B4;B4;2025-05-12;TERCIADO CIELO;0.0;48.25;1189.17;30;False;18.25;160.83;AF;;;0.8;0.0;19.82;0.3
89;89-B2-B4;B4;2025-05-12;FUNCIONALIDAD;0.0;38.35;1227.52;40;True;-1.65;95.88;JC;;;0.64;0.0;20.46;-0.03
89;89-B2-B4;B4;2025-05-12;ASEO;0.0;47.42;1274.93;60;True;-12.58;79.03;DS;;;0.79;0.0;21.25;-0.21
89;89-B2-B4;B4;2025-05-13;SELLOS;0.0;56.78;1331.72;60;True;-3.22;94.64;PH;;;0.95;0.0;22.2;-0.05
89;89-B2-B4;B4;2025-05-13;SELLO EXTERIOR + ESPUMA;0.0;38.7;1370.42;40;True;-1.3;96.75;JA;;;0.64;0.0;22.84;-0.02
89;89-B2-B4;B4;2025-05-29;PILASTRAS + TOPE + ÁNGULO;0.0;32.07;1402.48;60;True;-27.93;53.44;RH;;;0.53;0.0;23.37;-0.47
90;90-B2-B6E;B6E;2025-05-12;ARMADO TABIQUES 1;0.0;41.53;41.53;20;False;21.53;207.67;JCO;;;0.69;0.0;0.69;0.36
